0   2.274866706    0    1    2.966808174e+13
0.05002501251   -1.823689692    0    1    -1289.069254
0.100050025   0.212808713    0    1    -66.91403715
0.1500750375   0.075937649    0    1    -39.802396
0.20010005   0.016757026    0    1    -24.45780203
0.2501250625   0.002328865503    0    1    -15.96539034
0.300150075   -0.0005688908877    0    1    -11.01116109
0.3501750875   -0.0008472859088    0    1    -7.931818899
0.4002001001   -0.0006418163894    0    1    -5.912999335
0.4502251126   -0.0004223915322    0    1    -4.531339675
0.5002501251   -0.0002657329398    0    1    -3.552169699
0.5502751376   -0.0001650460942    0    1    -2.837961494
0.6003001501   -0.0001025691222    0    1    -2.304265383
0.6503251626   -6.416390997e-05    0    1    -1.897154004
0.7003501751   -4.051107914e-05    0    1    -1.581029577
0.7503751876   -2.58390482e-05    0    1    -1.331716404
0.8004002001   -1.665005654e-05    0    1    -1.13238651
0.8504252126   -1.083389857e-05    0    1    -0.9710711332
0.9004502251   -7.11281754e-06    0    1    -0.8390938817
0.9504752376   -4.707104531e-06    0    1    -0.7300574843
1.00050025   -3.136301683e-06    0    1    -0.6391728384
1.050525263   -2.101175409e-06    0    1    -0.5628052242
1.100550275   -1.413310726e-06    0    1    -0.49816151
1.150575288   -9.527811288e-07    0    1    -0.4430708079
1.2006003   -6.424415314e-07    0    1    -0.3958282417
1.250625313   -4.321708619e-07    0    1    -0.355082071
1.300650325   -2.890894793e-07    0    1    -0.3197510668
1.350675338   -1.914347789e-07    0    1    -0.2889632997
1.40070035   -1.246837286e-07    0    1    -0.2620102842
1.450725363   -7.90660501e-08    0    1    -0.2383122717
1.500750375   -4.796418396e-08    0    1    -0.2173917285
1.550775388   -2.686814946e-08    0    1    -0.1988528873
1.6008004   -1.268076776e-08    0    1    -0.1823658489
1.650825413   -3.274291796e-09    0    1    -0.1676541249
1.700850425   2.83116422e-09    0    1    -0.1544848047
1.750875438   6.65915717e-09    0    1    -0.1426607404
1.80090045   8.922992192e-09    0    1    -0.1320142946
1.850925463   1.012399975e-08    0    1    -0.1224023082
1.900950475   1.060614624e-08    0    1    -0.1137020263
1.950975488   1.06153749e-08    0    1    -0.1058077813
2.0010005   1.03193555e-08    0    1    -0.09862827932
2.051025513   9.83549385e-09    0    1    -0.09208436791
2.101050525   9.245274261e-09    0    1    -0.08610719189
2.151075538   8.60190498e-09    0    1    -0.08063666274
2.20110055   7.943856385e-09    0    1    -0.07562018267
2.251125563   7.296741079e-09    0    1    -0.07101157676
2.301150575   6.671352089e-09    0    1    -0.06677019567
2.351175588   6.082313507e-09    0    1    -0.06286015892
2.4012006   5.530781583e-09    0    1    -0.05924971437
2.451225613   5.021582677e-09    0    1    -0.05591069422
2.501250625   4.552764186e-09    0    1    -0.05281805145
2.551275638   4.124025448e-09    0    1    -0.04994946358
2.60130065   3.733485972e-09    0    1    -0.04728499292
2.651325663   3.379321437e-09    0    1    -0.0448067944
2.701350675   3.058536875e-09    0    1    -0.04249886365
2.751375688   2.767482167e-09    0    1    -0.04034681914
2.8014007   2.504991693e-09    0    1    -0.03833771332
2.851425713   2.268974758e-09    0    1    -0.03645986846
2.901450725   2.054591226e-09    0    1    -0.03470273368
2.951475738   1.862334599e-09    0    1    -0.03305676003
3.00150075   1.689424111e-09    0    1    -0.03151329117
3.051525763   1.531529029e-09    0    1    -0.03006446755
3.101550775   1.391256676e-09    0    1    -0.02870314201
3.151575788   1.264056568e-09    0    1    -0.02742280566
3.2016008   1.149052069e-09    0    1    -0.02621752224
3.251625813   1.04587362e-09    0    1    -0.02508187024
3.301650825   9.516849774e-10    0    1    -0.02401089153
3.351675838   8.679179424e-10    0    1    -0.02300004579
3.40170085   7.90878571e-10    0    1    -0.02204517
3.451725863   7.221182437e-10    0    1    -0.02114244235
3.501750875   6.59185621e-10    0    1    -0.02028835003
3.551775888   6.020656768e-10    0    1    -0.01947966049
3.6018009   5.518712726e-10    0    1    -0.01871339568
3.651825913   5.049716097e-10    0    1    -0.01798680895
3.701850925   4.617048358e-10    0    1    -0.01729736437
3.751875938   4.239998266e-10    0    1    -0.01664271809
3.80190095   3.889044416e-10    0    1    -0.01602070156
3.851925963   3.572689991e-10    0    1    -0.01542930645
3.901950975   3.279249806e-10    0    1    -0.01486667096
3.951975988   3.022306589e-10    0    1    -0.01433106756
4.002001001   2.78117307e-10    0    1    -0.01382089174
4.052026013   2.559589381e-10    0    1    -0.013334652
4.102051026   2.360820567e-10    0    1    -0.0128709606
4.152076038   2.17811956e-10    0    1    -0.01242852525
4.202101051   2.002243787e-10    0    1    -0.01200614157
4.252126063   1.85253245e-10    0    1    -0.01160268614
4.302151076   1.720714751e-10    0    1    -0.01121711026
4.352176088   1.5786626e-10    0    1    -0.01084843419
4.402201101   1.47603995e-10    0    1    -0.01049574193
4.452226113   1.352904507e-10    0    1    -0.01015817643
4.502251126   1.26053246e-10    0    1    -0.009834935204
4.552276138   1.173576574e-10    0    1    -0.009525266321
4.602301151   1.08248399e-10    0    1    -0.009228464737
4.652326163   1.007170935e-10    0    1    -0.008943868911
4.702351176   9.351646974e-11    0    1    -0.008670857702
4.752376188   8.785425859e-11    0    1    -0.008408847527
4.802401201   8.071842847e-11    0    1    -0.008157289733
4.852426213   7.531864802e-11    0    1    -0.007915668179
4.902451226   7.058316692e-11    0    1    -0.007683497016
4.952476238   6.486372897e-11    0    1    -0.007460318631
5.002501251   6.129317366e-11    0    1    -0.007245701745
5.052526263   5.672968432e-11    0    1    -0.007039239673
5.102551276   5.336398077e-11    0    1    -0.00684054869
5.152576288   4.920910207e-11    0    1    -0.006649266542
5.202601301   4.72662829e-11    0    1    -0.006465051053
5.252626313   4.219909491e-11    0    1    -0.006287578842
5.302651326   4.132095881e-11    0    1    -0.006116544121
5.352676338   3.709467282e-11    0    1    -0.005951657602
5.402701351   3.632310598e-11    0    1    -0.005792645451
5.452726363   3.337702684e-11    0    1    -0.00563924835
5.502751376   3.050913602e-11    0    1    -0.005491220594
5.552776388   2.955267194e-11    0    1    -0.005348329269
5.602801401   2.748867627e-11    0    1    -0.005210353485
