0   0    0
0.0333444   2.40805e-07    2.71652e-07
0.0666889   1.35823e-07    1.36707e-07
0.100033   9.10556e-08    9.11534e-08
0.133378   6.83399e-08    6.83546e-08
0.166722   5.46718e-08    5.46696e-08
0.200067   4.55498e-08    4.55427e-08
0.233411   3.90295e-08    3.90205e-08
0.266756   3.41363e-08    3.41264e-08
0.3001   3.0328e-08    3.03176e-08
0.333444   2.72793e-08    2.72686e-08
0.366789   2.4783e-08    2.47721e-08
0.400133   2.2701e-08    2.269e-08
0.433478   2.09377e-08    2.09267e-08
0.466822   1.94249e-08    1.94138e-08
0.500167   1.81123e-08    1.81012e-08
0.533511   1.69626e-08    1.69514e-08
0.566856   1.59468e-08    1.59357e-08
0.6002   1.50428e-08    1.50316e-08
0.633545   1.42328e-08    1.42216e-08
0.666889   1.35027e-08    1.34916e-08
0.700233   1.28412e-08    1.28301e-08
0.733578   1.22388e-08    1.22277e-08
0.766922   1.16879e-08    1.16769e-08
0.800267   1.1182e-08    1.1171e-08
0.833611   1.07157e-08    1.07047e-08
0.866956   1.02844e-08    1.02735e-08
0.9003   9.88432e-09    9.87345e-09
0.933645   9.51201e-09    9.50119e-09
0.966989   9.16462e-09    9.15387e-09
1.00033   8.83966e-09    8.82897e-09
1.03368   8.53497e-09    8.52435e-09
1.06702   8.24864e-09    8.23809e-09
1.10037   7.979e-09    7.96852e-09
1.13371   7.72457e-09    7.71417e-09
1.16706   7.48406e-09    7.47374e-09
1.2004   7.2563e-09    7.24606e-09
1.23374   7.04027e-09    7.03011e-09
1.26709   6.83502e-09    6.82495e-09
1.30043   6.63974e-09    6.62976e-09
1.33378   6.45368e-09    6.44379e-09
1.36712   6.27616e-09    6.26636e-09
1.40047   6.10657e-09    6.09687e-09
1.43381   5.94436e-09    5.93477e-09
1.46716   5.78904e-09    5.77954e-09
1.5005   5.64013e-09    5.63074e-09
1.53384   5.49722e-09    5.48794e-09
1.56719   5.35994e-09    5.35076e-09
1.60053   5.22792e-09    5.21886e-09
1.63388   5.10085e-09    5.0919e-09
1.66722   4.97844e-09    4.96961e-09
1.70057   4.8604e-09    4.85169e-09
1.73391   4.7465e-09    4.73791e-09
1.76726   4.63649e-09    4.62802e-09
1.8006   4.53016e-09    4.52182e-09
1.83394   4.42731e-09    4.4191e-09
1.86729   4.32776e-09    4.31968e-09
1.90063   4.23134e-09    4.22339e-09
1.93398   4.13788e-09    4.13006e-09
1.96732   4.04724e-09    4.03956e-09
2.00067   3.95927e-09    3.95173e-09
2.03401   3.87385e-09    3.86645e-09
2.06736   3.79086e-09    3.7836e-09
2.1007   3.71018e-09    3.70306e-09
2.13404   3.6317e-09    3.62473e-09
2.16739   3.55533e-09    3.54851e-09
2.20073   3.48097e-09    3.4743e-09
2.23408   3.40853e-09    3.40202e-09
2.26742   3.33793e-09    3.33157e-09
2.30077   3.2691e-09    3.2629e-09
2.33411   3.20195e-09    3.19591e-09
2.36746   3.13643e-09    3.13055e-09
2.4008   3.07246e-09    3.06674e-09
2.43414   3.00998e-09    3.00442e-09
2.46749   2.94893e-09    2.94355e-09
2.50083   2.88927e-09    2.88405e-09
2.53418   2.83093e-09    2.82588e-09
2.56752   2.77387e-09    2.76899e-09
2.60087   2.71803e-09    2.71333e-09
2.63421   2.66339e-09    2.65886e-09
2.66756   2.60988e-09    2.60553e-09
2.7009   2.55748e-09    2.55331e-09
2.73424   2.50615e-09    2.50216e-09
2.76759   2.45584e-09    2.45204e-09
2.80093   2.40652e-09    2.40291e-09
2.83428   2.35817e-09    2.35474e-09
2.86762   2.31075e-09    2.30751e-09
2.90097   2.26423e-09    2.26118e-09
2.93431   2.21858e-09    2.21572e-09
2.96766   2.17378e-09    2.17111e-09
3.001   2.12979e-09    2.12732e-09
3.03434   2.0866e-09    2.08432e-09
3.06769   2.04418e-09    2.0421e-09
3.10103   2.0025e-09    2.00062e-09
3.13438   1.96155e-09    1.95988e-09
3.16772   1.92131e-09    1.91984e-09
3.20107   1.88176e-09    1.88049e-09
3.23441   1.84287e-09    1.84181e-09
3.26776   1.80463e-09    1.80377e-09
3.3011   1.76702e-09    1.76638e-09
3.33444   1.73003e-09    1.72959e-09
3.36779   1.69363e-09    1.69341e-09
3.40113   1.65782e-09    1.65781e-09
3.43448   1.62258e-09    1.62278e-09
3.46782   1.58789e-09    1.58831e-09
3.50117   1.55374e-09    1.55438e-09
3.53451   1.52012e-09    1.52098e-09
3.56786   1.48702e-09    1.4881e-09
3.6012   1.45442e-09    1.45572e-09
3.63454   1.42231e-09    1.42384e-09
3.66789   1.39068e-09    1.39243e-09
3.70123   1.35952e-09    1.3615e-09
3.73458   1.32882e-09    1.33103e-09
3.76792   1.29857e-09    1.30101e-09
3.80127   1.26876e-09    1.27142e-09
3.83461   1.23938e-09    1.24228e-09
3.86796   1.21042e-09    1.21355e-09
3.9013   1.18187e-09    1.18524e-09
3.93464   1.15373e-09    1.15733e-09
3.96799   1.12599e-09    1.12982e-09
4.00133   1.09863e-09    1.1027e-09
4.03468   1.07165e-09    1.07597e-09
4.06802   1.04505e-09    1.0496e-09
4.10137   1.01882e-09    1.02361e-09
4.13471   9.92943e-10    9.97977e-10
4.16806   9.67422e-10    9.72698e-10
4.2014   9.42247e-10    9.47768e-10
4.23474   9.17413e-10    9.2318e-10
4.26809   8.92915e-10    8.98927e-10
4.30143   8.68745e-10    8.75005e-10
4.33478   8.44899e-10    8.51407e-10
4.36812   8.21371e-10    8.28128e-10
4.40147   7.98156e-10    8.05164e-10
4.43481   7.75248e-10    7.82507e-10
4.46816   7.52643e-10    7.60155e-10
4.5015   7.30337e-10    7.38102e-10
4.53484   7.08323e-10    7.16342e-10
4.56819   6.86598e-10    6.94873e-10
4.60153   6.65158e-10    6.73688e-10
4.63488   6.43998e-10    6.52785e-10
4.66822   6.23113e-10    6.32158e-10
4.70157   6.02501e-10    6.11804e-10
4.73491   5.82156e-10    5.91719e-10
4.76826   5.62076e-10    5.71899e-10
4.8016   5.42255e-10    5.5234e-10
4.83494   5.22692e-10    5.33038e-10
4.86829   5.03382e-10    5.13991e-10
4.90163   4.84321e-10    4.95194e-10
4.93498   4.65507e-10    4.76644e-10
4.96832   4.46936e-10    4.58338e-10
5.00167   4.28605e-10    4.40272e-10
5.03501   4.10511e-10    4.22445e-10
5.06836   3.9265e-10    4.04851e-10
5.1017   3.7502e-10    3.87489e-10
5.13505   3.57618e-10    3.70356e-10
5.16839   3.40442e-10    3.53449e-10
5.20173   3.23487e-10    3.36764e-10
5.23508   3.06753e-10    3.203e-10
5.26842   2.90235e-10    3.04053e-10
5.30177   2.73931e-10    2.88021e-10
5.33511   2.5784e-10    2.72202e-10
5.36846   2.41957e-10    2.56593e-10
5.4018   2.26282e-10    2.41191e-10
5.43515   2.10811e-10    2.25994e-10
5.46849   1.95543e-10    2.11e-10
5.50183   1.80475e-10    1.96207e-10
5.53518   1.65604e-10    1.81612e-10
5.56852   1.50929e-10    1.67213e-10
5.60187   1.36447e-10    1.53008e-10
5.63521   1.22157e-10    1.38995e-10
5.66856   1.08056e-10    1.25171e-10
5.7019   9.41416e-11    1.11535e-10
5.73525   8.04129e-11    9.80849e-11
5.76859   6.68674e-11    8.48184e-11
5.80193   5.35033e-11    7.17337e-11
5.83528   4.03186e-11    5.88288e-11
5.86862   2.73116e-11    4.6102e-11
5.90197   1.44802e-11    3.35512e-11
5.93531   1.82289e-12    2.11749e-11
5.96866   -1.06623e-11    8.97112e-12
6.002   -2.2977e-11    -3.06186e-12
6.03535   -3.51229e-11    -1.49258e-11
6.06869   -4.71019e-11    -2.66222e-11
6.10203   -5.89154e-11    -3.8153e-11
6.13538   -7.05652e-11    -4.95197e-11
6.16872   -8.20528e-11    -6.0724e-11
6.20207   -9.33799e-11    -7.17674e-11
6.23541   -1.04548e-10    -8.26515e-11
6.26876   -1.15559e-10    -9.33779e-11
6.3021   -1.26414e-10    -1.03948e-10
6.33545   -1.37114e-10    -1.14364e-10
6.36879   -1.47662e-10    -1.24626e-10
6.40213   -1.58058e-10    -1.34737e-10
6.43548   -1.68304e-10    -1.44698e-10
6.46882   -1.78402e-10    -1.54509e-10
6.50217   -1.88352e-10    -1.64174e-10
6.53551   -1.98157e-10    -1.73692e-10
6.56886   -2.07817e-10    -1.83066e-10
6.6022   -2.17335e-10    -1.92297e-10
6.63555   -2.26711e-10    -2.01386e-10
6.66889   -2.35946e-10    -2.10335e-10
6.70223   -2.45043e-10    -2.19144e-10
6.73558   -2.54002e-10    -2.27816e-10
6.76892   -2.62824e-10    -2.36351e-10
6.80227   -2.71512e-10    -2.4475e-10
