0   5.772948948e-06   0   0.4524259613   1.038753458e-14   0.7571928691
0.02502502503   5.772948948e-06   0   0.4524259659   -1.932097672e-07   0.7571927598
0.05005005005   5.794184122e-06   3.643088832e-07   0.4524259717   -6.259004313e-07   0.7571926223
0.07507507508   5.815543916e-06   7.187654264e-07   0.4524259795   -9.62037564e-07   0.7571924835
0.1001001001   5.837031015e-06   1.056560792e-06   0.4524259896   -9.048847405e-07   0.757192326
0.1251251251   5.858590812e-06   1.37082788e-06   0.4524260025   -2.897713149e-07   0.7571921325
0.1501501502   5.880152518e-06   1.656012789e-06   0.4524260181   8.515444873e-07   0.7571918894
0.1751751752   5.901696886e-06   1.909727423e-06   0.452426036   2.302824027e-06   0.7571915887
0.2002002002   5.923267428e-06   2.134344408e-06   0.4524260555   3.739864987e-06   0.7571912296
0.2252252252   5.944919565e-06   2.337300146e-06   0.4524260756   4.839566452e-06   0.7571908188
0.2502502503   5.966668515e-06   2.529362464e-06   0.4524260956   5.382451923e-06   0.7571903701
0.2752752753   5.988484348e-06   2.721149263e-06   0.4524261149   5.3160318e-06   0.7571899032
0.3003003003   6.010325454e-06   2.919475899e-06   0.4524261331   4.762415892e-06   0.7571894418
0.3253253253   6.032168564e-06   3.125532696e-06   0.4524261502   3.972788391e-06   0.7571890115
0.3503503504   6.054011242e-06   3.335765091e-06   0.4524261664   3.247331245e-06   0.7571886377
0.3753753754   6.075859502e-06   3.544553909e-06   0.4524261819   2.847496418e-06   0.7571883432
0.4004004004   6.097725237e-06   3.746945767e-06   0.4524261968   2.926716477e-06   0.7571881467
0.4254254254   6.11963864e-06   3.94016954e-06   0.4524262112   3.49725278e-06   0.7571880614
0.4504504505   6.1416576e-06   4.123704223e-06   0.4524262248   4.43844202e-06   0.7571880944
0.4754754755   6.163854879e-06   4.298428169e-06   0.4524262373   5.53933343e-06   0.7571882459
0.5005005005   6.186285067e-06   4.465597963e-06   0.4524262482   6.560110079e-06   0.7571885102
0.5255255255   6.208953097e-06   4.626181288e-06   0.4524262571   7.293666514e-06   0.757188876
0.5505505506   6.231806191e-06   4.78067256e-06   0.4524262636   7.611264458e-06   0.7571893277
0.5755755756   6.254754064e-06   4.929221868e-06   0.4524262674   7.482741906e-06   0.7571898465
0.6006006006   6.277703243e-06   5.071833001e-06   0.4524262686   6.969861508e-06   0.7571904121
0.6256256256   6.300586038e-06   5.208482297e-06   0.4524262671   6.198581828e-06   0.7571910041
0.6506506507   6.323373135e-06   5.339139398e-06   0.4524262632   5.320528809e-06   0.7571916032
0.6756756757   6.34607096e-06   5.463737526e-06   0.4524262572   4.474987263e-06   0.7571921921
0.7007007007   6.36871218e-06   5.582137881e-06   0.4524262494   3.76065199e-06   0.757192757
0.7257257257   6.391345856e-06   5.694106417e-06   0.4524262401   3.222281668e-06   0.7571932873
0.7507507508   6.414029166e-06   5.799309417e-06   0.4524262293   2.852732643e-06   0.7571937764
0.7757757758   6.436818771e-06   5.897337944e-06   0.4524262173   2.60693233e-06   0.7571942217
0.8008008008   6.459760692e-06   5.987769474e-06   0.4524262041   2.42205839e-06   0.7571946238
0.8258258258   6.482879973e-06   6.070256171e-06   0.4524261897   2.237783587e-06   0.7571949865
0.8508508509   6.506173462e-06   6.144604667e-06   0.4524261743   2.011663263e-06   0.7571953163
0.8758758759   6.52960871e-06   6.21080453e-06   0.4524261579   1.726931073e-06   0.7571956211
0.9009009009   6.553129718e-06   6.268983458e-06   0.4524261406   1.392385197e-06   0.7571959103
0.9259259259   6.576668034e-06   6.319306264e-06   0.4524261226   1.036025262e-06   0.7571961935
0.950950951   6.600155828e-06   6.361866981e-06   0.452426104   6.95254892e-07   0.7571964806
0.975975976   6.623537962e-06   6.396627958e-06   0.4524260849   4.066765864e-07   0.7571967805
1.001001001   6.646780454e-06   6.423434088e-06   0.4524260656   1.979521849e-07   0.7571971016
1.026026026   6.669874032e-06   6.442090722e-06   0.4524260461   8.317267808e-08   0.757197451
1.051051051   6.692832977e-06   6.452463739e-06   0.4524260266   6.205630207e-08   0.7571978346
1.076076076   6.715689839e-06   6.454554783e-06   0.4524260071   1.223433517e-07   0.7571982571
1.101101101   6.738487609e-06   6.448523003e-06   0.4524259876   2.441842012e-07   0.7571987218
1.126126126   6.761271049e-06   6.434653582e-06   0.4524259682   4.051498667e-07   0.7571992311
1.151151151   6.784078757e-06   6.413296564e-06   0.4524259488   5.846744424e-07   0.7571997862
1.176176176   6.806937274e-06   6.384807244e-06   0.4524259294   7.671423916e-07   0.7572003877
1.201201201   6.829857995e-06   6.349511467e-06   0.4524259101   9.433055191e-07   0.7572010354
1.226226226   6.852836901e-06   6.307702923e-06   0.4524258907   1.110135563e-06   0.7572017285
1.251251251   6.875856766e-06   6.259664389e-06   0.4524258713   1.269512844e-06   0.757202466
1.276276276   6.898891256e-06   6.205697226e-06   0.4524258519   1.426287299e-06   0.7572032461
1.301301301   6.921909853e-06   6.146144566e-06   0.4524258325   1.586238249e-06   0.7572040672
1.326326326   6.944882804e-06   6.081400485e-06   0.4524258132   1.754351978e-06   0.757204927
1.351351351   6.967785471e-06   6.011905385e-06   0.4524257938   1.933667822e-06   0.7572058229
1.376376376   6.990601275e-06   5.938133167e-06   0.4524257745   2.124775761e-06   0.7572067523
1.401401401   7.013323249e-06   5.860577136e-06   0.4524257551   2.325902004e-06   0.7572077118
1.426426426   7.035953827e-06   5.779739682e-06   0.4524257358   2.533425214e-06   0.757208698
1.451451451   7.058503365e-06   5.696127425e-06   0.4524257164   2.742620848e-06   0.757209707
1.476476476   7.08098757e-06   5.610250613e-06   0.452425697   2.948440426e-06   0.7572107347
1.501501502   7.103424429e-06   5.522624104e-06   0.4524256775   3.146171945e-06   0.7572117764
1.526526527   7.125831109e-06   5.433767449e-06   0.4524256579   3.331891436e-06   0.7572128274
1.551551552   7.148221334e-06   5.344202815e-06   0.4524256382   3.50268235e-06   0.7572138828
1.576576577   7.170603542e-06   5.254450886e-06   0.4524256183   3.656652175e-06   0.7572149376
1.601601602   7.192980081e-06   5.165025837e-06   0.4524255982   3.792814774e-06   0.757215987
1.626626627   7.215347331e-06   5.076430627e-06   0.452425578   3.910914513e-06   0.757217026
1.651651652   7.237696731e-06   4.9891534e-06   0.4524255576   4.011259298e-06   0.7572180501
1.676676677   7.260016541e-06   4.903665022e-06   0.4524255371   4.094600527e-06   0.7572190552
1.701701702   7.2822938e-06   4.820417196e-06   0.4524255163   4.162068318e-06   0.7572200375
1.726726727   7.304516388e-06   4.739840376e-06   0.4524254954   4.215138858e-06   0.7572209938
1.751751752   7.326674728e-06   4.662340915e-06   0.4524254744   4.255597834e-06   0.7572219214
1.776776777   7.348763024e-06   4.58829731e-06   0.4524254531   4.285462685e-06   0.7572228184
1.801801802   7.370779813e-06   4.518055741e-06   0.4524254318   4.306841404e-06   0.7572236832
1.826826827   7.392727775e-06   4.451925356e-06   0.4524254103   4.321731362e-06   0.757224515
1.851851852   7.414613103e-06   4.390173663e-06   0.4524253886   4.331787393e-06   0.7572253136
1.876876877   7.436444216e-06   4.333022362e-06   0.4524253669   4.338103842e-06   0.7572260793
1.901901902   7.458230372e-06   4.280643807e-06   0.452425345   4.341065902e-06   0.7572268127
1.926926927   7.47998032e-06   4.23315839e-06   0.452425323   4.340311817e-06   0.7572275148
1.951951952   7.501701034e-06   4.190633125e-06   0.452425301   4.334827692e-06   0.7572281871
1.976976977   7.523396918e-06   4.153081736e-06   0.4524252788   4.32316477e-06   0.7572288312
2.002002002   7.545069437e-06   4.12046635e-06   0.4524252566   4.303743113e-06   0.7572294486
2.027027027   7.566717314e-06   4.09270063e-06   0.4524252342   4.275182453e-06   0.7572300412
2.052052052   7.588337034e-06   4.069653974e-06   0.4524252119   4.236594335e-06   0.7572306107
2.077077077   7.60992376e-06   4.051156274e-06   0.4524251894   4.187778625e-06   0.7572311588
2.102102102   7.631472392e-06   4.037002909e-06   0.452425167   4.129285512e-06   0.7572316869
2.127127127   7.652978535e-06   4.026959798e-06   0.4524251445   4.062336543e-06   0.7572321965
2.152152152   7.674439401e-06   4.020768584e-06   0.452425122   3.988623696e-06   0.7572326887
